rating,date,variation,verified_reviews,feedback,lower_text,remove_punc,remove_emoji,tokenized_string,remove_stopword
5,28-Jul-18,Black  Show,"I own two dots, a tap and a show. I love the echo show. Sound quality is amazing compared to the dots. I use mine constantly to create shopping list, kitchen and laundry timer, and news updates. But most of all I have the all throughout the house and I play music throughout using the group settings",1,"i own two dots, a tap and a show. i love the echo show. sound quality is amazing compared to the dots. i use mine constantly to create shopping list, kitchen and laundry timer, and news updates. but most of all i have the all throughout the house and i play music throughout using the group settings",i own two dots a tap and a show i love the echo show sound quality is amazing compared to the dots i use mine constantly to create shopping list kitchen and laundry timer and news updates but most of all i have the all throughout the house and i play music throughout using the group settings,i own two dots a tap and a show i love the echo show sound quality is amazing compared to the dots i use mine constantly to create shopping list kitchen and laundry timer and news updates but most of all i have the all throughout the house and i play music throughout using the group settings,"['i', 'own', 'two', 'dots', 'a', 'tap', 'and', 'a', 'show', 'i', 'love', 'the', 'echo', 'show', 'sound', 'quality', 'is', 'amazing', 'compared', 'to', 'the', 'dots', 'i', 'use', 'mine', 'constantly', 'to', 'create', 'shopping', 'list', 'kitchen', 'and', 'laundry', 'timer', 'and', 'news', 'updates', 'but', 'most', 'of', 'all', 'i', 'have', 'the', 'all', 'throughout', 'the', 'house', 'and', 'i', 'play', 'music', 'throughout', 'using', 'the', 'group', 'settings']",two dots tap show love echo show sound quality amazing compared dots use mine constantly create shopping list kitchen laundry timer news updates throughout house play music throughout using group settings
5,28-Jul-18,Black  Show,I absolutely love my Show!,1,i absolutely love my show!,i absolutely love my show,i absolutely love my show,"['i', 'absolutely', 'love', 'my', 'show']",absolutely love show
5,28-Jul-18,White  Show,Echo Show - White&nbsp;Great new addition to our Alexa home solution and now I can call back home and video chat directly from my phone. Great way to stay in touch with family.,1,echo show - white&nbsp;great new addition to our alexa home solution and now i can call back home and video chat directly from my phone. great way to stay in touch with family.,echo show  whitenbspgreat new addition to our alexa home solution and now i can call back home and video chat directly from my phone great way to stay in touch with family,echo show  whitenbspgreat new addition to our alexa home solution and now i can call back home and video chat directly from my phone great way to stay in touch with family,"['echo', 'show', 'whitenbspgreat', 'new', 'addition', 'to', 'our', 'alexa', 'home', 'solution', 'and', 'now', 'i', 'can', 'call', 'back', 'home', 'and', 'video', 'chat', 'directly', 'from', 'my', 'phone', 'great', 'way', 'to', 'stay', 'in', 'touch', 'with', 'family']",echo show whitenbspgreat new addition alexa home solution call back home video chat directly phone great way stay touch family
3,28-Jul-18,Black  Show,"It's an echo with a screen, hence still needs work. Has me considering google home now.",1,"it's an echo with a screen, hence still needs work. has me considering google home now.",its an echo with a screen hence still needs work has me considering google home now,its an echo with a screen hence still needs work has me considering google home now,"['its', 'an', 'echo', 'with', 'a', 'screen', 'hence', 'still', 'needs', 'work', 'has', 'me', 'considering', 'google', 'home', 'now']",echo screen hence still needs work considering google home
5,28-Jul-18,Black  Show,Great product,1,great product,great product,great product,"['great', 'product']",great product
4,28-Jul-18,White  Show,"I like the fact that the messages are visual now as well as audible.I am puzzled because it will light up and make the &quot;notification&quot; sound but when I ask Alexa to read my notifications, she tells me that there are no new notifications.  This has happened at least once a day for over a week now.",1,"i like the fact that the messages are visual now as well as audible.i am puzzled because it will light up and make the &quot;notification&quot; sound but when i ask alexa to read my notifications, she tells me that there are no new notifications.  this has happened at least once a day for over a week now.",i like the fact that the messages are visual now as well as audiblei am puzzled because it will light up and make the quotnotificationquot sound but when i ask alexa to read my notifications she tells me that there are no new notifications  this has happened at least once a day for over a week now,i like the fact that the messages are visual now as well as audiblei am puzzled because it will light up and make the quotnotificationquot sound but when i ask alexa to read my notifications she tells me that there are no new notifications  this has happened at least once a day for over a week now,"['i', 'like', 'the', 'fact', 'that', 'the', 'messages', 'are', 'visual', 'now', 'as', 'well', 'as', 'audiblei', 'am', 'puzzled', 'because', 'it', 'will', 'light', 'up', 'and', 'make', 'the', 'quotnotificationquot', 'sound', 'but', 'when', 'i', 'ask', 'alexa', 'to', 'read', 'my', 'notifications', 'she', 'tells', 'me', 'that', 'there', 'are', 'no', 'new', 'notifications', 'this', 'has', 'happened', 'at', 'least', 'once', 'a', 'day', 'for', 'over', 'a', 'week', 'now']",like fact messages visual well audiblei puzzled light make quotnotificationquot sound ask alexa read notifications tells new notifications happened least day week
5,28-Jul-18,White  Show,While I loved Alexa....this is a whole new level. Love it. Fun to watch movie trailers. Weather is so much more complete. When you listen to music....the lyrics appear. Still discovering all Echo Show can do. Highly recommend. Takes Alexa to a completely new world.,1,while i loved alexa....this is a whole new level. love it. fun to watch movie trailers. weather is so much more complete. when you listen to music....the lyrics appear. still discovering all echo show can do. highly recommend. takes alexa to a completely new world.,while i loved alexathis is a whole new level love it fun to watch movie trailers weather is so much more complete when you listen to musicthe lyrics appear still discovering all echo show can do highly recommend takes alexa to a completely new world,while i loved alexathis is a whole new level love it fun to watch movie trailers weather is so much more complete when you listen to musicthe lyrics appear still discovering all echo show can do highly recommend takes alexa to a completely new world,"['while', 'i', 'loved', 'alexathis', 'is', 'a', 'whole', 'new', 'level', 'love', 'it', 'fun', 'to', 'watch', 'movie', 'trailers', 'weather', 'is', 'so', 'much', 'more', 'complete', 'when', 'you', 'listen', 'to', 'musicthe', 'lyrics', 'appear', 'still', 'discovering', 'all', 'echo', 'show', 'can', 'do', 'highly', 'recommend', 'takes', 'alexa', 'to', 'a', 'completely', 'new', 'world']",loved alexathis whole new level love fun watch movie trailers weather much complete listen musicthe lyrics appear still discovering echo show highly recommend takes alexa completely new world
3,28-Jul-18,Black  Show,Nice product but as intelligent as we thought or had hoped.,1,nice product but as intelligent as we thought or had hoped.,nice product but as intelligent as we thought or had hoped,nice product but as intelligent as we thought or had hoped,"['nice', 'product', 'but', 'as', 'intelligent', 'as', 'we', 'thought', 'or', 'had', 'hoped']",nice product intelligent thought hoped
1,28-Jul-18,White  Show,The tech isn’t there. It doesn’t understand most common words and is basically a glorified radio,0,the tech isn’t there. it doesn’t understand most common words and is basically a glorified radio,the tech isn’t there it doesn’t understand most common words and is basically a glorified radio,the tech isn’t there it doesn’t understand most common words and is basically a glorified radio,"['the', 'tech', 'isn', 't', 'there', 'it', 'doesn', 't', 'understand', 'most', 'common', 'words', 'and', 'is', 'basically', 'a', 'glorified', 'radio']",tech isn’t doesn’t understand common words basically glorified radio
5,28-Jul-18,White  Show,Love it!  We have other echoes and love those so I bought this on prime day!  No regrets.  Love that I can connect to my Ring and see the front door.  Yhe kids like seeing the lyrics to songs and sing along. .,1,love it!  we have other echoes and love those so i bought this on prime day!  no regrets.  love that i can connect to my ring and see the front door.  yhe kids like seeing the lyrics to songs and sing along. .,love it  we have other echoes and love those so i bought this on prime day  no regrets  love that i can connect to my ring and see the front door  yhe kids like seeing the lyrics to songs and sing along ,love it  we have other echoes and love those so i bought this on prime day  no regrets  love that i can connect to my ring and see the front door  yhe kids like seeing the lyrics to songs and sing along ,"['love', 'it', 'we', 'have', 'other', 'echoes', 'and', 'love', 'those', 'so', 'i', 'bought', 'this', 'on', 'prime', 'day', 'no', 'regrets', 'love', 'that', 'i', 'can', 'connect', 'to', 'my', 'ring', 'and', 'see', 'the', 'front', 'door', 'yhe', 'kids', 'like', 'seeing', 'the', 'lyrics', 'to', 'songs', 'and', 'sing', 'along', '']",love echoes love bought prime day regrets love connect ring see front door yhe kids like seeing lyrics songs sing along
